CALL_CENTER_ID,ESCALATED,DAILY_CALLS,MONTHLY_CALLS,CALL_TARGET,REASON,MONTHS_CUSTOMER,NEGATIVE_RATING,DAYS_PROD_OUT_OF_SERVICE,PRODUCT_AGE,CALL_INQUIRIES,NUM_CALLERS,CALL_TIME,PRODUCT_TYPE,FEEDBACK,Sentiment
116521,0,261,,1204,ProdFailure,7,0,0,161.2876716,0,27,34.13000366,Desktop,These products cover up the important light sensor above the ear outlet.,0
875596,0,261,1039,2084,ProdFailure,23,0,0,202.592647,0,18,23.29023448,Other,Comfortable in my hand.,1
456074,0,261,506,778,ProdFailure,21,,0,286.4482043,1,31,41.17380505,Other,Just does not work.,0
141571,1,261,735,,ProdFailure,3,1,,106.6522984,0,6,22.50817251,Software,Poor Reliability.,0
963515,0,261,205,505,ProdFailure,24,0,0,140.5532102,1,10,24.09826676,Other,(It works!),1
60653,0,262,1050,1365,ProdFailure,9,2,0,181.3585917,4,17,39.18736161,Desktop,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0
427900,0,262,750,1208,ProdFailure,4,0,0,107.1771177,2,31,38.55297875,Other,"Terrible product, and waste of money!",0
803151,0,262,779,1132,ProdFailure,5,0,0,90.01609154,1,31,39.39066028,Other,Last time buying from you.,0
425237,0,262,1411,2454,ProdGlitch,28,0,0,343.7871223,1,18,38.11355594,Laptop,It was a waste of my money.,0
951700,0,262,726,1235,ProdFailure,0,1,0,331.3528857,0,23,37.54583738,Software,So far it has worked like a charm.,1
53995,0,262,493,771,ProdFailure,23,,1,286.1816551,0,29,39.67630465,Other,"I have only had it for a few weeks, but so far, so good.",1
542418,0,262,1495,1818,ProdFailure,1,0,0,204.0289898,0,35,39.80087956,Other,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures",1
312986,0,262,1009,1326,ProdFailure,11,0,1,169.0320939,0,28,41.08956919,Software,Would recommend this item.,1
542967,1,262,515,871,ProdFailure,,0,0,129.9339205,2,19,,Other,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
947936,0,262,1892,2417,ProdFailure,9,0,0,97.31488774,2,25,40.31269773,Other,"Nice case, feels good in your hands.",1
117159,0,263,872,1225,ProdFailure,10,0,1,128.4832581,0,18,27.83750961,Laptop,The item received was Counterfeit.,0
462751,0,263,,373,ProdGlitch,26,0,0,92.85512943,2,15,27.21702865,Other,"Just really good.. So far, probably the best BT headset I have ever had.",1
700272,0,263,943,1230,ProdFailure,0,1,0,204.9173394,2,38,35.72585219,Laptop,Works fine.,1
885215,0,263,1476,1842,ProdFailure,5,0,0,310.3481457,0,35,38.23508627,Laptop,I received my headset in good time and was happy with it.,1
145755,0,263,1183,1778,ProdFailure,17,0,0,299.2172523,1,30,34.36826933,FARMING,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
145149,0,263,256,510,ProdFailure,35,0,0,261.470872,0,23,40.08504815,Other,My sister has one also and she loves it.,1
566021,0,263,523,933,ProdFailure,24,0,1,184.6560958,0,19,23.54869835,Other,Good Quality.,1
63448,0,263,583,881,ProdFailure,7,0,0,234.2215473,1,20,37.15829482,Other,This is by far the worst purchase I've made on Amazon.,0
581758,0,263,522,910,ProdFailure,24,1,2,193.8537132,0,19,24.89378113,Other,Excellent dual-purpose headset.,1
575614,0,263,,510,ProdFailure,,,,70.25339459,,14,28.20743574,Other,Excellent!.,1
174217,0,263,1149,1477,ProdFailure,3,,,296.5601545,2,35,43.80729316,Software,Does not work for listening to music with the cingular 8125.,0
326577,0,263,,459,ProdFailure,,,,92.57722408,,13,27.92400089,Other,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1
914676,0,263,,434,ProdFailure,,,,90.08032697,,12,28.68850032,Other,"The bottowm line...another worthless, cheap gimmick from Sprint.",0
948054,0,263,255,798,ProdFailure,,1,1,105.6387889,2,26,29.92863683,Other,Having trouble with volume.,0
216372,0,263,788,1090,ProdFailure,8,0,0,405.4304292,0,44,42.34162639,Software,The only good thing was that it fits comfortably on small ears.,1
428977,0,263,1893,2497,ProdFailure,7,0,0,106.6093074,1,26,42.76938671,Other,WARNING - DO NOT BUY!!.,0
206186,0,263,949,1275,ProdFailure,0,0,0,195.8476245,2,37,36.01849565,Laptop,"I am pairing this with my iphone, and I could not be happier with it so far.",1
444065,0,264,437,660,ProdFailure,17,0,0,184.3849541,2,21,31.48990578,Software,"When it opens, the battery connection is broken and the device is turned off.",0
556039,0,264,791,1237,ProdFailure,0,0,0,310.6145549,0,24,38.1099786,Software,"I didn't want the clip going over the top of my ear, causing discomfort.",0
589936,0,264,736,986,ProdFailure,10,0,0,151.6287037,0,20,38.15962279,Software,Best headset ever!!!.,1
306149,0,264,1306,2125,ProdFailure,10,0,0,221.5068316,3,26,20.26991879,Laptop,Don't trust their website and don't expect any helpful support.,0
916936,0,264,1284,2073,ProdFailure,9,0,0,228.0151317,3,26,17.87219518,Laptop,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no stati,1
457185,0,264,1221,1650,ProdFailure,1,0,0,234.4,2,24,,Desktop,The speaker is of low quality so as making the ring tones sound very cheap.,0
528480,0,264,1538,1887,ProdGlitch,2,0,0,172.5708333,0,17,43.35819405,Server,"Fits comfortably, came with three sizes of earbud tips.",1
130347,0,264,2409,2606,ProdGlitch,7,1,0,255.415514,3,51,37.65291911,Server,Excellent product for the price.,1
197910,0,264,1346,1827,ProdFailure,0,,,122.4568633,,39,32.69880046,Desktop,Bad Reception.,0
84200,0,264,443,689,ProdFailure,18,0,0,173.4953921,2,21,32.34941205,Software,This product is very High quality Chinese CRAP!!!!!!,0
185500,0,264,2204,2839,ProdGlitch,6,,5,480.3560137,,56,33.7142391,Laptop,It was quite comfortable in the ear.,1
943252,0,264,1964,2501,ProdFailure,9,0,0,97.27834927,1,26,42.334246,Other,Great phone.,1
476074,0,264,592,877,ProdFailure,8,1,1,145.8824924,3,29,38.97248671,Other,Don't buy this product - It fails!.,0
607818,0,265,297,575,,1,0,0,114.359189,2,7,37.07547187,Software,Everything about this product is wrong.First,0
267390,0,265,237,778,ProdFailure,,2,1,99.37716841,2,26,28.87672375,Other,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the,1
130961,0,265,1453,1873,ProdGlitch,3,0,0,194.2277448,1,16,40.85486499,Server,"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0
391480,0,265,,639,ProdFailure,25,0,0,135.4409472,0,8,20.16138785,Other,Terrible phone holder.,0
676911,0,265,633,1003,ProdFailure,16,0,0,139.5105459,0,30,38.42744457,Other,The cutouts and buttons are placed perfectly.,1
251933,0,265,2407,2676,ProdGlitch,6,0,0,229.3070258,1,50,37.740919,Server,I love being able to use one headset for both by land-line and cell.,1
163716,0,265,,389,ProdFailure,11,1,,102.7529024,,14,20.35358209,Other,Problem is that the ear loops are made of weak material and break easily.,0
218342,0,265,1120,1795,ProdFailure,15,0,0,313.2053014,0,30,36.35910417,FARMING,Not nearly as good looking as the AMAZON picture makes it look.,0
219885,0,265,771,1310,ProdFailure,0,0,0,312.9088037,0,24,37.83016379,Software,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an",1
262471,0,265,,642,ProdFailure,26,0,0,127.4120114,0,10,22.28949083,Other,How stupid is that?,0
750399,0,265,847,1277,ProdFailure,2,0,0,190.8604772,2,25,42.03163913,Other,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1
551202,1,265,612,922,ProdFailure,2,0,1,214.0325389,0,17,1.85553998,Other,Seller shipped quickly and much cheaper than the competitors.,1
20625,0,265,346,680,ProdFailure,14,1,0,88.3,6,16,,Desktop,"Good show, Samsung.",1
23590,1,265,140,450,ProdFailure,0,0,0,195.2333333,1,7,,Other,So I bought about 10 of these and saved alot of money.,1
810355,1,265,828,,ProdGlitch,0.4,2,0,177.5,0,22,,Software,It always cuts out and makes a beep beep beep sound then says signal failed.,0
501261,0,265,765,1190,ProdFailure,4,0,0,97.26565847,1,31,40.12650973,Other,Couldn't figure it out,0
793856,0,265,1349,1654,ProdFailure,8,1,0,225.3236722,1,19,35.73485637,Other,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't underst",0
838791,0,265,,610,ProdFailure,27,0,0,144.1920343,0,9,22.81386786,Other,So I had to take the battery out of the phone put it all back together and then restart it.,0
590742,0,265,478,761,ProdFailure,24,,0,282.4450078,0,30,41.28888238,Other,"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the n",0
440807,0,265,,1226,ProdFailure,9,0,0,153.9424281,0,27,32.20081121,Desktop,Leopard Print is wonderfully wild!.,1
934361,1,266,628,1030,ProdFailure,1,0,5,187.4666667,2,34,,Server,Works for me.,1
379851,0,266,1489,1757,ProdFailure,1,0,0,197.3917133,0,35,40.51498958,Other,"Saggy, floppy piece of junk.",0
351369,0,266,611,970,ProdFailure,16,0,1,133.4481104,0,29,39.22971154,Other,much better than the hard plastic cases.,1
216049,0,266,949,1319,ProdFailure,0,1,0,187.1408236,2,37,35.27011322,Laptop,It also had a new problem.,0
281915,0,266,784,1215,ProdFailure,4,1,0,84.58301005,1,33,41.34234309,Other,Happy so far!.,1
607700,0,266,1405,2087,ProdGlitch,5,0,0,197.5241025,1,27,36.87838912,Laptop,cool phone.,1
439879,1,266,848,1158,ProdFailure,2,0,0,137.5388776,2,37,42.57188992,FARMING,Works good.,1
597891,0,266,496,783,ProdFailure,23,,0,278.603564,0,30,39.52990361,Other,Motorola finally got the voice quality of a bluetooth headset right.,1
54439,0,266,1282,1653,ProdFailure,1,0,0,236.0659719,2,23,36.93931917,Desktop,It looses connection to the phone even when it is within a couple feet between the two.,0
204804,0,266,1225,1532,ProdFailure,2,0,0,289.581723,0,25,38.1297118,Desktop,"but it is great, i would really recommend it",1
616986,0,267,1461,1852,ProdFailure,11,0,0,156.2294564,0,36,39.21027209,Laptop,Makes it easier to keep up with my bluetooth when I'm not wearing it.,0
751734,0,267,407,756,ProdFailure,14,1,0,98.2405209,5,15,34.15422819,Desktop,As I said above....PRETTY USELESS!,0
656676,0,267,1442,1760,ProdFailure,1,0,0,194.6797961,0,34,40.47924358,Other,Never got it!!!!!,0
134198,0,267,734,1087,ProdFailure,11,0,0,290.0805914,1,32,39.0422045,Laptop,This pair of headphones is the worst that I have ever had sound-wise.,0
462750,0,267,,1201,ProdFailure,8,0,0,162.12582,0,27,35.09551993,Desktop,[...] down the drain because of a weak snap!,0
416731,0,267,819,1146,ProdFailure,10,0,1,126.7073197,0,19,27.05672697,Laptop,Does not charge the Cingular (ATT) 8525 phone.,0
590755,0,267,233,554,ProdFailure,36,0,0,280.8076057,1,23,39.89165429,Other,"You get extra minutes so that you can carry out the call and not get cut off.""",1
212106,0,267,1861,2334,ProdFailure,0,0,0,290.578837,1,32,41.74120105,Laptop,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I",0
517899,0,267,1295,1700,ProdFailure,1,0,0,232.6461734,1,24,34.11753289,Desktop,I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0
338235,0,267,185,534,ProdFailure,25,0,0,111.9955708,1,11,22.95980677,Other,The headset fulfills my requirements so I am happy with my purchase.,1
326900,0,268,1497,1830,ProdFailure,7,0,0,331.2565571,0,34,37.00088322,Laptop,Logitech Bluetooth Headset is a 10!.,1
601836,0,268,1335,1732,ProdFailure,8,0,0,215.968328,1,19,36.94699749,Other,"I like the fact that it rests lightly against your ear, rather than inside.",1
124058,0,268,1457,1931,ProdFailure,12,0,0,147.9387954,0,36,40.90432104,Laptop,A lot of websites have been rating this a very good phone and so do I.,1
899825,0,268,968,1444,ProdFailure,23,0,0,201.9678752,0,13,40.16216065,Desktop,I have tried these cables with my computer and my iPod and it works just fine.,1
23612,0,268,1484,1832,ProdFailure,4,0,0,323.262383,0,35,37.27227131,Laptop,"The mic there is a joke, and the volume is quite low.",0
880085,0,268,1393,1666,ProdFailure,5,0,0,217.2114826,0,20,35.18585706,Other,I'm returning them.,0
613355,1,268,891,1289,ProdFailure,7,2,1,114.4619553,7,16,2.83029717,Desktop,I does not maintain a connection with the computer while it is on my lap.,0
892364,0,268,1241,1664,ProdFailure,1,0,0,243.9420995,2,23,34.50965688,Desktop,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
536814,0,268,462,627,ProdFailure,17,0,0,175.075058,1,22,33.05993364,Software,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
410804,0,268,354,749,ProdFailure,14,0,0,84.76662481,5,15,36.19145855,Desktop,"Otherwise, easy to install and use, clear sound.",1
272612,0,268,1457,2114,ProdGlitch,6,0,0,184.7116347,1,27,39.84839123,Laptop,nice leather.,1
747360,0,268,2131,2820,ProdGlitch,5,,4,476.728281,,55,31.18166119,Laptop,I had to purchase a different case.,0
94763,1,268,1382,1700,ProdFailure,10,0,0,199.7387114,1,29,76.42147805,Laptop,It is a joy to use.,1
389275,1,268,184,539,ProdFailure,0,0,0,200.4170271,0,6,71.51211057,Other,Very much disappointed with this company.,0
805718,0,269,749,1269,ProdFailure,0,0,0,315.8189112,0,23,38.32598985,Software,Very satisifed with that.,1
180386,0,269,,353,ProdFailure,7,0,,85.25084072,,13,20.83725547,Other,It didn't charge for me.,0
834964,0,269,694,1045,ProdFailure,11,0,0,287.2759924,1,32,41.49906043,Laptop,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
738514,0,269,574,929,ProdFailure,0,0,0,70.28190571,0,22,34.39630178,Software,Buttons are too small.,0
21710,0,269,1156,1454,ProdFailure,4,,,294.7001921,2,36,43.90864533,Software,Just reading on the specs alone makes you say WOW.,1
123026,1,269,690,1065,ProdFailure,0.6,0,1,115.7,2,19,,FARMING,Love it.. Great armband.,1
642179,0,269,671,929,ProdFailure,16,0,0,89.11217349,1,17,32.79147803,Other,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
393182,0,269,478,788,ProdFailure,11,0,0,132.3473921,0,19,41.13070668,Other,"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0
362498,0,269,983,1292,ProdFailure,0,1,0,185.2058111,3,38,34.65064913,Laptop,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
657594,0,269,540,855,ProdFailure,0,0,2,91.20997623,0,22,34.5971919,Software,I was very impressed with the price of the cases.,1
642969,0,269,1137,1519,ProdFailure,4,,,294.8927627,1,36,42.39724899,Software,Also makes it easier to hold on to.,1
732538,0,269,728,1017,ProdFailure,10,0,0,131.4096343,0,21,36.36902746,Software,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and",1
238673,0,269,457,737,ProdFailure,23,,0,291.5916815,1,29,39.37085816,Other,It's pretty easy.,1
915576,0,269,2156,2865,ProdGlitch,8,,5,468.1781224,,55,30.55300542,Laptop,I cannot make calls at certain places.,0
320837,1,270,792,1157,ProdFailure,9,0,0,280.3437201,0,35,33.22776308,Other,"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0
914651,0,270,779,1175,ProdFailure,4,0,0,91.8742111,2,31,38.49715498,Other,Beautiful styling though.,1
427442,0,270,503,706,ProdFailure,8,0,0,125.7160414,1,20,43.1338449,Other,This company charge me a restocking fee and still not given me my refund back.,0
775268,0,270,137,356,ProdFailure,16,2,0,122.2944468,1,18,24.35575958,Other,I'm trying to return it for a refund.,0
103130,0,270,1449,1780,ProdFailure,7,0,0,331.1139721,0,34,40.5665519,Laptop,I plugged it in only to find out not a darn thing worked.,0
940696,0,270,454,770,ProdFailure,0.8,0,0,164.3,3,19,,Software,Excellent product.,1
849367,1,270,1240,1620,ProdFailure,0.8,0,2,166.3666667,1,34,,Other,Earbud piece breaks easily.,0
279944,0,270,545,825,ProdFailure,20,0,0,203.8613989,0,26,37.11235228,Other,Lousy product.,0
790121,0,270,458,824,ProdFailure,21,0,0,212.6442208,0,27,36.9977936,Other,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0
962767,0,270,548,853,ProdFailure,9,0,1,132.5785446,2,30,39.30573912,Other,It is the best charger I have seen on the market yet.,1
364252,0,270,,384,ProdFailure,8,1,,85.17950335,,14,23.69117601,Other,SWEETEST PHONE!!!,1
530123,0,270,606,860,ProdFailure,24,0,2,200.1414536,1,20,26.24875663,Other,":-)Oh, the charger seems to work fine.",1
714981,0,270,231,580,ProdFailure,36,0,0,275.8432307,1,24,40.13322041,Other,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your,1
828088,0,270,,618,ProdFailure,26,0,0,133.0997369,0,8,22.71865262,Other,Not enough volume.,0
324466,0,270,,383,ProdFailure,8,0,,87.47422306,,13,20.92741537,Other,Echo Problem....Very unsatisfactory,0
445375,1,271,638,1010,ProdFailure,8,1,1,128.8,0,22,,Other,you could only take 2 videos at a time and the quality was very poor.,0
179951,0,271,1403,2373,ProdGlitch,27,0,0,349.5142676,2,18,37.42084716,Laptop,don't waste your money.,0
299017,0,271,440,775,ProdFailure,14,1,0,92.14002902,6,15,33.5355472,Desktop,I am going to have to be the first to negatively review this product.,0
310805,0,271,244,774,ProdFailure,,1,1,101.3129167,1,26,31.12455386,Other,Adapter does not provide enough charging current.,0
18501,0,271,,316,ProdGlitch,23,0,0,92.51403036,2,15,29.74190894,Other,"There was so much hype over this phone that I assumed it was the best, my mistake.",0
437135,0,271,336,632,,2,0,0,113.0367365,2,6,37.83786387,Software,You also cannot take pictures with it in the case because the lense is covered.,0
533828,0,271,204,467,ProdFailure,24,0,0,103.8162897,0,10,24.25867722,Other,Phone falls out easily.,0
399454,0,271,1182,1597,ProdFailure,6,0,1,117.1521605,3,27,34.20600845,Laptop,"It didn't work, people can not hear me when I talk.",0
908730,0,271,204,742,ProdFailure,,1,2,93.06034262,1,25,27.36133981,Other,The text messaging feature is really tricky to use.,0
118667,0,272,707,937,ProdFailure,8,0,0,165.9193329,0,20,36.17090549,Software,I'm really disappointed all I have now is a charger that doesn't work.,0
22688,0,272,1457,1791,ProdFailure,1,0,0,183.3762884,0,34,40.28747993,Other,Painful on the ear.,0
443216,0,272,838,1213,ProdFailure,6,0,1,124.2746965,0,18,29.73248931,Laptop,Lasted one day and then blew up.,0
185803,0,272,1104,1809,ProdFailure,17,0,0,295.4714492,1,30,34.7669497,FARMING,disappointed.,0
141320,0,272,610,1040,ProdFailure,16,0,1,141.9812345,0,30,39.54650758,Other,Kind of flops around.,0
518611,0,272,1016,1348,ProdFailure,10,0,1,150.596198,0,29,40.88049467,Software,The screen does get smudged easily because it touches your ear and face.,0
423669,0,272,975,1263,ProdFailure,0,1,0,186.7785479,3,38,34.81068944,Laptop,What a piece of junk.. I lose more calls on this phone.,0
831807,1,272,611,351,ProdFailure,10,4,2,134.6489043,7,23,45.25528966,FARMING,Item Does Not Match Picture.,0
549988,0,272,240,582,ProdFailure,35,0,0,273.3417572,0,24,37.63994733,Other,The only thing that disappoint me is the infra red port (irda).,0
369827,0,272,583,924,ProdFailure,22,1,2,170.0723235,1,20,23.80982026,Other,"You can not answer calls with the unit, never worked once!",0
969449,0,273,668,936,ProdFailure,11,0,0,153.7959046,0,20,39.08500634,Software,So there is no way for me to plug it in here in the US unless I go by a converter.,0
845115,0,273,723,1188,ProdFailure,5,0,0,99.69383246,1,31,42.34342026,Other,"Good case, Excellent value.",1
155546,0,273,440,715,ProdFailure,22,,1,287.2267963,0,30,38.48694867,Other,Great for the jawbone.,1
907014,0,273,973,1261,ProdFailure,10,0,1,139.1325983,0,28,39.17355395,Software,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,0
171810,0,273,559,935,ProdFailure,22,0,1,167.7417315,0,19,26.21017597,Other,The mic is great.,1
811543,0,273,532,866,ProdFailure,0,0,0,96.07068788,0,22,34.51779051,Software,I have to jiggle the plug to get it to line up right to get decent volume.,0
816287,0,273,1358,1854,ProdFailure,1,,,135.3597477,,38,32.79497644,Desktop,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",0
842910,1,273,1062,1377,ProdFailure,3,0,0,300.5745109,3,45,32.5603594,Server,If you are Razr owner...you must have this!,1
417971,0,273,376,733,ProdFailure,12,0,0,80.79269376,6,16,34.26822801,Desktop,"Needless to say, I wasted my money.",0
944642,0,273,,375,ProdGlitch,22,0,0,82.66026948,2,14,29.60984756,Other,What a waste of money and time!.,0
429311,0,273,1272,2129,ProdFailure,9,0,0,244.1654213,3,26,21.24119477,Laptop,And the sound quality is great.,1
806536,0,273,,432,ProdFailure,9,0,,101.8866148,,14,20.80819618,Other,He was very impressed when going from the original battery to the extended battery.,1
864312,0,273,1499,1773,ProdFailure,6,0,0,328.1681227,0,35,39.15955376,Laptop,If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,0
890118,0,273,,1167,ProdFailure,11,0,0,175.2009602,0,26,33.7478263,Desktop,Very good quality though,1
735575,0,273,1407,1884,ProdFailure,12,0,0,144.0934649,0,37,41.48280369,Laptop,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0
937849,0,274,999,1434,ProdFailure,21,0,0,211.1082771,0,12,39.11029763,Desktop,Highly recommend for any one who has a blue tooth phone.,1
204659,1,274,1133,1465,ProdGlitch,16,1,1,284.3680179,2,13,34.6276594,Software,I advise EVERYONE DO NOT BE FOOLED!,0
982470,0,274,,398,ProdFailure,11,1,,87.37900765,,14,20.58821436,Other,So Far So Good!.,1
167863,0,274,,1216,ProdFailure,7,1,0,154.4378476,0,27,33.37381367,Desktop,Works great!.,1
812435,0,274,1954,2463,ProdFailure,8,0,0,89.26442741,1,25,39.66482299,Other,It clicks into place in a way that makes you wonder how long that mechanism would last.,0
689477,0,274,512,900,ProdFailure,6,1,0,146.6562202,3,29,42.15993654,Other,"I went on Motorola's website and followed all directions, but could not get it to pair again.",0
234372,1,274,239,568,ProdFailure,3,0,1,197.8,0,11,,Software,I bought this to use with my Kindle Fire and absolutely loved it!,1
440577,0,274,465,852,ProdFailure,1,0,0,155.6470412,2,19,39.4893172,Software,The commercials are the most misleading.,0
198192,0,274,1009,1493,ProdFailure,21,0,0,194.5330279,0,13,41.64417205,Desktop,I have yet to run this new battery below two bars and that's three days without charging.,1
91433,0,274,413,705,ProdFailure,18,0,0,180.204345,1,21,33.4950887,Software,I bought it for my mother and she had a problem with the battery.,0
130105,0,275,545,844,ProdFailure,9,0,1,140.247796,3,29,40.2782983,Other,Great Pocket PC / phone combination.,1
942439,0,275,976,1498,ProdFailure,23,0,0,193.0056328,0,12,39.41516685,Desktop,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1
684501,0,275,1457,2067,ProdGlitch,4,0,0,191.9410188,0,27,38.00119223,Laptop,I didn't think that the instructions provided were helpful to me.,0
741663,0,275,1320,1790,ProdFailure,1,1,0,226.2333333,2,19,,Laptop,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,0
327524,1,275,1379,1840,ProdFailure,10,0,0,,0,0,,Software,Doesn't hold charge.,0
35778,0,275,1506,1923,ProdGlitch,3,0,0,177.8714733,0,17,39.97865033,Server,"This is a simple little phone to use, but the breakage is unacceptible.",0
861755,0,275,,408,ProdFailure,8,1,,95.53351917,,13,20.39892362,Other,This product is ideal for people like me whose ears are very sensitive.,1
822148,0,275,695,1177,ProdFailure,5,0,0,84.3731245,2,32,38.86212081,Other,It is unusable in a moving car at freeway speed.,0
793287,1,275,976,1365,ProdFailure,9,0,0,80.49714707,5,39,,Other,I have two more years left in this contract and I hate this phone.,0
739876,0,275,1312,2110,ProdFailure,10,0,0,234.3512888,2,26,18.73514744,Laptop,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
560918,0,275,234,471,ProdFailure,25,0,0,112.8945073,0,11,23.02289409,Other,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short,0
436092,0,276,545,865,ProdFailure,22,0,0,214.8157373,1,27,35.2239708,Other,It has kept up very well.,1
411348,0,276,738,1002,ProdFailure,12,0,0,282.3706614,1,33,38.19125134,Laptop,Poor Talk Time Performance.,0
362535,0,276,600,861,ProdFailure,0,0,0,100.9493217,0,23,33.82093404,Software,The case is great and works fine with the 680.,1
787112,0,276,1215,1534,ProdFailure,2,0,0,297.0016085,0,24,40.01531648,Desktop,worthless product.,0
592604,0,276,1038,1307,ProdFailure,11,0,0,147.1283978,0,29,42.00981358,Software,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",1
19938,0,276,1318,1743,ProdFailure,0,0,0,243.053713,2,24,35.27186703,Desktop,I was not impressed by this product.,0
621691,0,276,1501,1919,ProdGlitch,3,0,0,178.0384911,1,16,41.80742805,Server,Nice headset priced right.,1
367502,0,276,648,919,ProdFailure,16,0,0,99.60460781,0,17,32.46114433,Other,I only hear garbage for audio.,0
336145,0,276,1530,2025,ProdGlitch,10,0,0,266.938956,2,33,42.82914582,Other,Excellent bluetooth headset.,1
590851,0,276,573,876,ProdFailure,0,0,0,98.521771,0,23,34.76057541,Software,It has all the features I want,1
389498,0,276,,1175,ProdFailure,10,0,0,165.0058394,0,27,34.99872778,Desktop,Who in their right mind is gonna buy this battery?.,0
24279,0,276,543,942,ProdFailure,24,1,2,188.3937419,1,19,26.83331217,Other,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,0
837641,0,276,1241,1579,ProdFailure,4,0,0,288.8865396,0,24,38.22673698,Desktop,This case seems well made.,1
668529,0,276,1231,1573,ProdFailure,2,0,0,283.2828535,0,24,36.94827386,Desktop,Disappointed with battery.,0
58210,0,276,724,1069,ProdFailure,12,0,0,288.8495515,1,32,38.98401301,Laptop,Not loud enough and doesn't turn on like it should.,0
861060,0,276,1127,1551,ProdFailure,6,0,0,124.9909552,3,26,32.08868135,Laptop,good protection and does not make phone too bulky.,1
961059,0,276,1293,1881,ProdFailure,1,,,122.5168848,,39,30.47417374,Desktop,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.,1
273218,0,276,749,1185,ProdFailure,5,0,0,91.7112462,1,32,39.14675577,Other,This phone is pretty sturdy and I've never had any large problems with it.,1
492936,0,277,639,1016,ProdFailure,15,0,1,138.5694126,0,30,37.38458848,Other,I love this thing!,1
147079,0,277,1032,2065,ProdFailure,24,0,0,196.7816329,0,19,25.68817634,Other,Everything about it is fine and reasonable for the price i.e.,1
544338,1,277,978,1323,ProdGlitch,18,0,2,303.9519145,2,26,6.887024127,Laptop,VERY DISAPPOINTED.,0
664554,0,277,546,877,ProdFailure,9,0,1,132.4113818,3,29,39.63110299,Other,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
96858,0,277,731,1014,ProdFailure,10,0,0,264.6053894,0,33,40.47579335,Laptop,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their en,1
737656,1,277,,656,ProdGlitch,18,0,3,221.1,1,28,,Other,The buttons for on and off are bad.,0
226211,1,277,613,1116,,20,0,0,87.00250011,0,4,84.61388869,Server,Essentially you can forget Microsoft's tech support.,0
556929,0,277,259,498,ProdFailure,24,0,0,120.0258521,0,10,23.81017336,Other,"I really recommend this faceplates since it looks very nice, elegant and cool.",1
459547,0,277,778,1144,ProdFailure,9,0,0,118.4713538,0,18,28.34407839,Laptop,These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several,1
968415,0,277,545,788,ProdFailure,0,0,0,186.0208426,2,19,39.61433498,Software,Buy a different phone - but not this.,0
186644,0,277,1491,1832,ProdFailure,8,0,0,314.7858392,0,35,37.63668272,Laptop,You have to hold the phone at a particular angle for the other party to hear you clearly.,0
578935,1,277,193,390,ProdFailure,12,3,0,212.0666667,0,46,,Desktop,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip,0
